name,id,align,eye,hair,sex,alive,appearances,first appearance,year
stephanie gerard (earth-616),,bad characters,blue eyes,,female characters,deceased characters,7.0,oct-11,2011.0
franz (dermafree) (earth-616),no dual identity,bad characters,,black hair,male characters,deceased characters,3.0,jul-04,2004.0
ray morgan (earth-616),,bad characters,,brown hair,male characters,living characters,7.0,dec-91,1991.0
sewer man (earth-616),secret identity,bad characters,,brown hair,male characters,deceased characters,1.0,jun-43,1943.0
hargood wilbur todd wickham (earth-616),,bad characters,,red hair,male characters,living characters,7.0,feb-74,1974.0
mr. raven (earth-616),secret identity,bad characters,,brown hair,male characters,living characters,8.0,apr-13,2013.0
alphonse laguardia (earth-616),,good characters,,,male characters,living characters,2.0,,
george maxon (earth-616),,bad characters,,,male characters,living characters,4.0,mar-41,1941.0
grimgerta (earth-616),,good characters,,,female characters,living characters,1.0,sep-81,1981.0
fee-lon (earth-616),public identity,,,brown hair,male characters,living characters,4.0,mar-77,1977.0
pere kauraka (earth-616),public identity,good characters,,,male characters,living characters,1.0,sep-40,1940.0
cosmo (dog) (earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,living characters,39.0,jan-08,2008.0
chuck mcarthur (earth-616),,bad characters,,brown hair,male characters,deceased characters,2.0,oct-41,1941.0
leonard gade (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,living characters,9.0,apr-40,1940.0
inheritor (earth-616),no dual identity,bad characters,black eyes,no hair,male characters,living characters,3.0,mar-72,1972.0
joe cord (earth-616),public identity,,,,male characters,deceased characters,2.0,nov-74,1974.0
sentinel f (earth-616),secret identity,bad characters,,,,deceased characters,1.0,jan-66,1966.0
lawrence zaxton (demon duplicate) (earth-616),secret identity,,blue eyes,black hair,male characters,living characters,1.0,aug-63,1963.0
arnaa (earth-616),secret identity,good characters,blue eyes,white hair,male characters,living characters,1.0,feb-73,1973.0
veritina (earth-616),no dual identity,neutral characters,blue eyes,no hair,female characters,deceased characters,2.0,apr-13,2013.0
sixth light (earth-616),no dual identity,neutral characters,,,male characters,living characters,2.0,jul-11,2011.0
general whedon (earth-616),public identity,neutral characters,hazel eyes,brown hair,male characters,living characters,2.0,may-12,2012.0
thomas logan (earth-616),no dual identity,bad characters,brown eyes,black hair,male characters,deceased characters,12.0,nov-01,2001.0
flame witch (earth-616),secret identity,bad characters,,red hair,female characters,living characters,1.0,dec-54,1954.0
neil garrett (earth-616),public identity,good characters,brown eyes,brown hair,male characters,living characters,13.0,sep-03,2003.0
billy glow (earth-616),no dual identity,good characters,,white hair,male characters,deceased characters,1.0,aug-48,1948.0
noah van helsing (earth-616),,good characters,,grey hair,male characters,living characters,3.0,dec-04,2004.0
lyan (earth-616),public identity,good characters,green eyes,brown hair,male characters,living characters,9.0,nov-66,1966.0
christopher alleyne (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,2.0,oct-03,2003.0
century (alien) (earth-616),secret identity,good characters,white eyes,white hair,male characters,living characters,41.0,jul-94,1994.0
gouzar (earth-616),no dual identity,bad characters,,,male characters,living characters,5.0,dec-12,2012.0
baron togi (earth-616),secret identity,bad characters,,black hair,male characters,deceased characters,1.0,dec-43,1943.0
mr. borkowski (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,2.0,jan-04,2004.0
hussar (earth-616),secret identity,neutral characters,yellow eyes,blond hair,female characters,living characters,29.0,sep-80,1980.0
peter hunter (earth-616),secret identity,good characters,blue eyes,grey hair,male characters,living characters,42.0,feb-91,1991.0
blasting cap (earth-616),secret identity,,,red hair,male characters,living characters,4.0,aug-87,1987.0
doctor snodgrass (earth-616),public identity,,,,female characters,living characters,3.0,jan-89,1989.0
saripha thames (earth-616),,,,,female characters,living characters,5.0,jun-76,1976.0
zephyrus jones (earth-616),public identity,good characters,green eyes,auburn hair,male characters,living characters,4.0,feb-40,1940.0
green terror (3xs foe) (earth-616),secret identity,bad characters,green eyes,green hair,male characters,living characters,1.0,mar-40,1940.0
doctor strasser (earth-616),public identity,bad characters,,bald,male characters,deceased characters,1.0,apr-42,1942.0
wal-lah (earth-616),no dual identity,neutral characters,,,,living characters,1.0,oct-39,1939.0
tundra (earth-616),public identity,bad characters,,,,living characters,19.0,aug-83,1983.0
anastasia kravinoff (earth-616),secret identity,bad characters,brown eyes,blond hair,female characters,living characters,33.0,sep-08,2008.0
"nicholas fury, jr. (earth-616)",no dual identity,good characters,one eye,bald,male characters,living characters,70.0,jan-12,2012.0
willis hayworth (earth-616),public identity,bad characters,,black hair,male characters,living characters,7.0,dec-91,1991.0
frank yarrow (earth-616),secret identity,good characters,,,male characters,living characters,1.0,dec-56,1956.0
richard yurocko (earth-616),secret identity,bad characters,,blond hair,male characters,deceased characters,4.0,may-92,1992.0
somnus (earth-616),public identity,,,no hair,,living characters,2.0,apr-07,2007.0
deborah kinney (earth-616),secret identity,neutral characters,green eyes,black hair,female characters,living characters,7.0,mar-05,2005.0
lokar (earth-616),no dual identity,bad characters,,black hair,male characters,living characters,1.0,may-64,1964.0
turghol (earth-616),public identity,,black eyes,black hair,male characters,living characters,7.0,jun-73,1973.0
marjorie brink (earth-616),public identity,good characters,,brown hair,female characters,living characters,8.0,oct-90,1990.0
allen marc yuric (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,deceased characters,9.0,oct-91,1991.0
julian keller (earth-616),public identity,good characters,blue eyes,black hair,male characters,living characters,179.0,aug-03,2003.0
whiting (earth-616),no dual identity,good characters,,black hair,male characters,living characters,1.0,jun-46,1946.0
brace (masked raider) (earth-616),,bad characters,,,male characters,living characters,1.0,jan-40,1940.0
dominic tyrone (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,4.0,aug-80,1980.0
bert tacker (earth-616),,bad characters,,,male characters,living characters,2.0,jul-72,1972.0
aleph (garden) (earth-616),no dual identity,neutral characters,yellow eyes,no hair,agender characters,deceased characters,4.0,feb-13,2013.0
nyoirin henecha (earth-616),,bad characters,,,male characters,living characters,6.0,mar-93,1993.0
ralph brickman (earth-616),public identity,neutral characters,blue eyes,black hair,male characters,living characters,4.0,nov-96,1996.0
kkallakku (earth-616),secret identity,bad characters,,,male characters,living characters,7.0,jul-91,1991.0
eric solvang (earth-616),public identity,good characters,,brown hair,male characters,living characters,9.0,nov-10,2010.0
matador (juan) (earth-616),,,brown eyes,black hair,male characters,living characters,3.0,nov-06,2006.0
clifton shallot (earth-616),known to authorities identity,bad characters,blue eyes,black hair,male characters,living characters,7.0,dec-73,1973.0
roglo (earth-616),public identity,bad characters,,black hair,male characters,living characters,1.0,may-40,1940.0
phil descard (earth-616),secret identity,,,black hair,male characters,living characters,2.0,dec-85,1985.0
fieldstone (earth-616),secret identity,bad characters,,,male characters,living characters,2.0,oct-99,1999.0
carla ballinger (earth-616),secret identity,,,red hair,female characters,living characters,2.0,dec-85,1985.0
jenny (reporter) (earth-616),no dual identity,neutral characters,blue eyes,black hair,female characters,living characters,2.0,jul-98,1998.0
jessie (sentinel) (earth-616),public identity,good characters,blue eyes,brown hair,female characters,living characters,14.0,jun-03,2003.0
mister negative (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,54.0,jun-07,2007.0
william walters (earth-982),public identity,,,grey hair,male characters,living characters,4.0,dec-98,1998.0
sidney levine (earth-616),secret identity,,,grey hair,male characters,living characters,25.0,aug-67,1967.0
ivan (frankenstein) (earth-616),,bad characters,black eyes,black hair,male characters,deceased characters,3.0,may-74,1974.0
zeelmo (earth-616),secret identity,bad characters,,bald,male characters,deceased characters,1.0,aug-40,1940.0
mother (earth-616),secret identity,neutral characters,white eyes,white hair,female characters,living characters,4.0,sep-02,2002.0
doeke riebeeck (earth-616),public identity,bad characters,,,male characters,living characters,3.0,jul-89,1989.0
skunk ape (earth-616),secret identity,neutral characters,yellow eyes,red hair,male characters,living characters,3.0,nov-12,2012.0
proxima midnight (earth-616),no dual identity,bad characters,white eyes,blue hair,female characters,living characters,15.0,,
jill stacy (earth-616),public identity,neutral characters,blue eyes,black hair,female characters,living characters,97.0,jan-97,1997.0
michael (genoshan mutate) (earth-616),public identity,,brown eyes,red hair,male characters,living characters,1.0,nov-90,1990.0
silas king (earth-616),secret identity,,blue eyes,,male characters,living characters,15.0,apr-73,1973.0
karl fiers (earth-616),secret identity,bad characters,,brown hair,male characters,deceased characters,1.0,nov-68,1968.0
black dwarf (earth-616),no dual identity,bad characters,yellow eyes,no hair,male characters,deceased characters,8.0,,
karl mordo (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,100.0,aug-63,1963.0
peter seyfert (earth-616),public identity,good characters,green eyes,brown hair,male characters,living characters,17.0,jun-03,2003.0
natsumi (earth-616),secret identity,neutral characters,black eyes,black hair,female characters,deceased characters,3.0,aug-08,2008.0
meryet karim (earth-616),secret identity,neutral characters,yellow eyes,black hair,female characters,living characters,19.0,oct-90,1990.0
ben yarby (shotgun city) (earth-616),no dual identity,good characters,,brown hair,male characters,living characters,7.0,sep-56,1956.0
