name,id,align,eye,hair,sex,alive,appearances,timeline
silas mourner (earth-616),not-available,not-available,not-available,not-available,male characters,deceased characters,7.0,1977-01-01
boobytrap (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,2.0,1998-02-01
doctor castillo (earth-616),secret identity,good characters,brown eyes,blond hair,female characters,living characters,4.0,2005-12-01
kraglin (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,1.0,1963-08-01
nekra sinclair (earth-616),secret identity,bad characters,black eyes,black hair,female characters,deceased characters,48.0,1973-08-01
terry vance (earth-616),public identity,good characters,blue eyes,auburn hair,male characters,living characters,50.0,1940-08-01
gorgolla (earth-616),secret identity,bad characters,not-available,no hair,male characters,living characters,5.0,1960-04-01
clearcut (earth-616),secret identity,not-available,not-available,red hair,male characters,living characters,2.0,1997-01-01
harold becker (earth-616),public identity,good characters,not-available,not-available,male characters,living characters,2.0,1981-12-01
james madrox (mutate duplicate) (earth-616),secret identity,good characters,green eyes,brown hair,male characters,deceased characters,6.0,1987-05-01
kevin krask (earth-616),public identity,not-available,not-available,black hair,male characters,living characters,4.0,1994-12-01
kur (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,4.0,1977-02-01
mugno (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,1.0,1940-04-01
sardanus (earth-616),secret identity,bad characters,not-available,not-available,male characters,deceased characters,1.0,1975-07-01
chango (santerians) (earth-616),secret identity,good characters,not-available,black hair,male characters,living characters,4.0,2005-10-01
arthur vale (earth-616),not-available,not-available,brown eyes,black hair,male characters,living characters,2.0,1992-08-01
jutta (earth-616),not-available,bad characters,not-available,not-available,female characters,living characters,7.0,1992-04-01
agent 5 (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,1.0,1989-04-01
jago (earth-616),public identity,bad characters,red eyes,no hair,male characters,deceased characters,2.0,1940-06-01
dreadface (earth-616),secret identity,bad characters,not-available,no hair,male characters,living characters,5.0,1991-12-01
ajax (pantheon) (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,living characters,24.0,1991-03-01
petunia grimm (earth-616),public identity,good characters,blue eyes,black hair,female characters,deceased characters,4.0,1982-01-01
bruno beitz (earth-616),not-available,bad characters,not-available,bald,male characters,living characters,2.0,1942-12-01
frank bohannan (earth-616),secret identity,bad characters,white eyes,white hair,male characters,deceased characters,35.0,1987-03-01
blackthorn (earth-616),public identity,neutral characters,violet eyes,no hair,male characters,living characters,3.0,1982-05-01
adam brashear (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,19.0,2009-01-01
russian (earth-616),secret identity,bad characters,blue eyes,reddish blond hair,male characters,deceased characters,12.0,2000-11-01
werner von strucker (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,deceased characters,8.0,1990-08-01
melina vostokoff (earth-616),secret identity,bad characters,not-available,not-available,female characters,living characters,16.0,1983-11-01
daniel brantson (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,3.0,1995-06-01
tattooed man (earth-616),secret identity,bad characters,not-available,bald,male characters,living characters,8.0,2009-01-01
harriet homerstone (earth-616),public identity,good characters,not-available,black hair,female characters,living characters,3.0,1993-10-01
justine chase (earth-616),secret identity,neutral characters,not-available,red hair,female characters,deceased characters,3.0,1997-03-01
matt falcone (earth-616),public identity,neutral characters,not-available,black hair,male characters,living characters,2.0,2004-08-01
dorian murdstone (earth-616),public identity,bad characters,black eyes,black hair,male characters,living characters,5.0,1963-06-01
alexander ellis (earth-616),secret identity,not-available,blue eyes,blond hair,male characters,living characters,26.0,1993-05-01
mzungu (earth-616),secret identity,bad characters,black eyes,bald,male characters,deceased characters,3.0,2000-05-01
mowfus (earth-616),secret identity,neutral characters,yellow eyes,no hair,male characters,living characters,6.0,1970-04-01
mr. hamilton (earth-616),public identity,not-available,not-available,not-available,male characters,living characters,1.0,1966-09-01
bonebreaker (earth-616),secret identity,bad characters,not-available,white hair,male characters,living characters,32.0,1988-05-01
nina smith (earth-616),public identity,good characters,brown eyes,brown hair,female characters,living characters,15.0,2004-10-01
rick lawson (earth-616),not-available,not-available,not-available,not-available,male characters,living characters,4.0,1997-05-01
ocean (earth-616),secret identity,good characters,green eyes,green hair,female characters,living characters,4.0,2002-09-01
jerry halliwell (earth-616),not-available,good characters,not-available,not-available,male characters,living characters,2.0,2004-12-01
ex nihila (earth-616),no dual identity,bad characters,green eyes,bald,female characters,deceased characters,4.0,not-available
tara (children of the comet) (earth-616),not-available,bad characters,blue eyes,blond hair,female characters,deceased characters,5.0,1974-02-01
madam swabada (earth-616),not-available,bad characters,not-available,grey hair,female characters,living characters,3.0,not-available
leonard mckenzie (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,deceased characters,26.0,not-available
roger aubrey (earth-616),secret identity,not-available,blue eyes,blond hair,male characters,living characters,43.0,1943-03-01
sanford (earth-616),public identity,neutral characters,not-available,red hair,male characters,living characters,2.0,1974-01-01
lyander (earth-616),not-available,good characters,not-available,black hair,male characters,living characters,2.0,1944-07-01
ian kendall (earth-616),public identity,not-available,not-available,brown hair,male characters,living characters,9.0,2003-08-01
jane hampshire (earth-616),secret identity,bad characters,red eyes,pink hair,female characters,living characters,5.0,1996-04-01
sekmeht conoway (earth-616),public identity,not-available,not-available,black hair,female characters,living characters,3.0,1999-02-01
airborne (death squad) (earth-616),not-available,bad characters,not-available,not-available,female characters,living characters,2.0,1998-02-01
solomon kane (earth-616),public identity,good characters,not-available,black hair,male characters,living characters,36.0,1973-08-01
horatio piper (earth-616),not-available,neutral characters,not-available,bald,male characters,living characters,7.0,1984-01-01
martin preston (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,living characters,41.0,1986-01-01
yano (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,2.0,1997-06-01
shinobi shaw (earth-616),public identity,bad characters,brown eyes,black hair,male characters,deceased characters,30.0,1991-06-01
firefist (earth-616),secret identity,bad characters,red eyes,brown hair,male characters,living characters,2.0,1995-06-01
